question_text,Option A,Option B,Option C,Option D,correct_option,explanation,subject,topic / subtopic tag
11. আন্তঃৰাষ্ট্ৰীয় ন্যায়ালয়ৰ মুখ্য কাৰ্যালয় ক’ত অৱস্থিত?,পেৰিছ,দ্য হেগ,ৱাশ্বিংটন ডি.চি.,নিউয়ৰ্ক,B,International Court of Justice-ৰ মুখ্য কাৰ্যালয় নেদাৰলেণ্ডছৰ দ্য হেগত।,Assam GK,International organisations
12. ৰাওলাট আইনত তলৰ কোনটো ব্যৱস্থা অন্তৰ্ভুক্ত আছিল?,বিদেশী সামগ্ৰী কিনিবলৈ বাধ্য কৰা,খাদী পিন্ধাত বাধা,বিচাৰ নকৰাকৈ কাৰাবাস,বিদেশ ভ্ৰমণত বাধা,C,ৰাওলাট আইনে বিচাৰ অবিহনে আটক/কাৰাবাসৰ ক্ষমতা বৃদ্ধি কৰিছিল।,Assam GK,Rowlatt Act
13. ভাৰতৰ উচ্চতম ন্যায়ালয়ে প্ৰথম মহিলা ন্যায়াধীশক কোন চনত নিযুক্ত কৰিছিল আৰু তেওঁ কোন?,"১৯৮৫, আৰ. ভানুমতী","১৯৮৭, ইন্দু মালহোত্ৰা","১৯৮৯, ফাতিমা বিবি","১৯৯২, ইন্দিৰা বেনাৰ্জী",C,ফাতিমা বিবি ১৯৮৯ চনত ভাৰতৰ উচ্চতম ন্যায়ালয়ৰ প্ৰথম মহিলা ন্যায়াধীশ হৈছিল।,Assam GK,Indian judiciary
14. ভাৰতত ভোটাধিকাৰৰ ন্যূনতম বয়স ২১ বছৰৰ পৰা ১৮ বছৰলৈ কোন চনত হ্ৰাস কৰা হৈছিল?,১৯৮৬,১৯৮৮,১৯৯০,১৯৯২,B,৬১তম সংবিধান সংশোধনীৰ ফলত ভোটাধিকাৰৰ বয়স ২১ৰ পৰা ১৮ কৰা হয়; এই পৰিৱৰ্তন ১৯৮৮ৰ সৈতে জড়িত।,Assam GK,Voting age in India
15. ব্ৰিটিছ চৰকাৰে ভাৰতৰ ৰাজধানী কলকাতাৰ পৰা দিল্লীলৈ কোন চনত স্থানান্তৰ কৰিছিল?,১৯১১,১৯১৩,১৯০৭,১৯১০,A,১৯১১ চনৰ দিল্লী দৰবাৰৰ সময়ত ৰাজধানী কলকাতাৰ পৰা দিল্লীলৈ স্থানান্তৰৰ ঘোষণা কৰা হৈছিল।,Assam GK,British India administration
16. চুহুংমুংৰ ৰাজত্বকালত আহোম সামৰিক বাহিনীৰ প্ৰধান আৰু মূলা গাভৰুৰ স্বামী কোন আছিল?,পূৰ্ণানন্দ বুঢ়াগোহাঁই,ফ্ৰাছেংমুং বৰগোহাঁই,খামচেং বৰগোহাঁই,কনচেং বৰপাত্ৰগোহাঁই,B,"মূলা গাভৰুৰ স্বামী আছিল ফ্ৰাছেংমুং বৰগোহাঁই, যি আহোম সামৰিক নেতৃত্বৰ সৈতে জড়িত আছিল।",Assam GK,Ahom Kingdom
17. “ভাইচৰয়” উপাধি ভাৰতৰ গৱৰ্ণৰ জেনেৰেলক কোন চনত দিয়া হৈছিল?,১৮৬৭,১৮৫৮,১৮৭৬,১৯০৫,B,১৮৫৮ চনৰ Government of India Act-ৰ পিছত গৱৰ্ণৰ জেনেৰেলক ভাইচৰয় বুলি অভিহিত কৰা হয়।,Assam GK,British India administration
18. বড়োলেণ্ড টেৰিটৰিয়েল কাউন্সিল কোন সাংবিধানিক ব্যৱস্থাৰ ফল?,দ্বিতীয় অনুসূচী,সপ্তম অনুসূচী,ষষ্ঠ অনুসূচী,পঞ্চম অনুসূচী,C,ষষ্ঠ অনুসূচীয়ে অসমৰ স্বায়ত্তশাসিত জনজাতীয় অঞ্চলৰ বাবে সাংবিধানিক কাঠামো প্ৰদান কৰে; BTC তাৰ সৈতে জড়িত।,Assam GK,Sixth Schedule and BTC
19. পাকয়ং বিমানবন্দৰ ক’ত অৱস্থিত?,অৰুণাচল প্ৰদেশ,ছিকিম,মণিপুৰ,মিজোৰাম,B,পাকয়ং বিমানবন্দৰ ছিকিমত অৱস্থিত।,Assam GK,Northeast geography
20. হৰপ্পাৰ সকলো স্থানতে আটাইতকৈ বেছি পোৱা প্ৰাণীৰ চিত্ৰ কোনটো?,এশিঙীয়া ষাঁড়,গাই,হাতী,বাঘ,A,হৰপ্পা সভ্যতাৰ মোহৰসমূহত এশিঙীয়া ষাঁড়ৰ চিত্ৰ অতি সাধাৰণ।,Assam GK,Indus Valley Civilisation
21. অলিম্পিক পতাকাত কেইটা আঙঠি আছে?,৪,৫,৬,৭,B,অলিম্পিক প্ৰতীকৰ পাঁচটা আন্তঃসংযুক্ত আঙঠিয়ে পাঁচখন মহাদেশক প্ৰতিনিধিত্ব কৰে।,Assam GK,Olympic Games
22. আৰ্জেণ্টিনাৰ ৰাজধানী চহৰ কোনখন?,বুয়েনছ আয়াৰেছ,ছেণ্টিয়াগো,বগোটা,লিমা,A,বুয়েনছ আয়াৰেছ আৰ্জেণ্টিনাৰ ৰাজধানী।,Assam GK,World geography
23. এয়াৰ এশিয়াৰ মুখ্য কাৰ্যালয় ক’ত?,মুম্বাই,কুৱালালামপুৰ,জাকাৰ্টা,বেংকক,B,AirAsia-ৰ মুখ্য কাৰ্যালয় মালয়েছিয়াৰ কুৱালালামপুৰত।,Assam GK,Companies and headquarters
24. তলৰ কোনটো কম্পিউটাৰৰ অপাৰেটিং ছিষ্টেম নহয়?,Windows 11,Linux,Microsoft Office,Ubuntu,C,"Windows, Linux আৰু Ubuntu অপাৰেটিং ছিষ্টেম। Microsoft Office এটা productivity software suite।",General Science,Computer fundamentals
25. বৰ্তমান ভাৰতৰ সৰ্বোচ্চ হিমালয় শৃংগ কোনটো বুলি গণ্য কৰা হয়?,কাঞ্চনজংঘা,নন্দা দেৱী,কামেট,মানা,A,"কাঞ্চনজংঘাৰ উচ্চতা প্ৰায় ৮,৫৮৬ মিটাৰ; ই ভাৰতৰ সৰ্বোচ্চ শৃংগ।",Assam GK,Himalayan geography
26. প্ৰয়াগৰাজৰ ত্ৰিবেণী সংগমত গংগা আৰু যমুনাৰ সৈতে মিলিত হোৱা বুলি কোৱা পৌৰাণিক ভূগৰ্ভস্থ নদীখন কোনটো?,ভাগীৰথী,অলকানন্দা,সৰস্বতী,শতদ্ৰু,C,পৌৰাণিক বিশ্বাস অনুসৰি সৰস্বতী ভূগৰ্ভস্থভাৱে ত্ৰিবেণী সংগমত গংগা আৰু যমুনাৰ সৈতে মিলিত হয়।,Assam GK,Indian rivers and pilgrimage
27. তলৰ কোনটো কাৰেটত জোখা হয়?,ষ্টীলৰ দণ্ড,গাখীৰৰ চৰ্বি,কেশৰ,সোণ,D,"মূল্যৱান ধাতু, বিশেষকৈ সোণৰ বিশুদ্ধতা/ওজনৰ ক্ষেত্ৰত কাৰেট শব্দ ব্যৱহাৰ কৰা হয়।",General Science,Measurement and materials
28. জীৱাশ্মৰ আধাৰত পৃথিৱীত জীৱনৰ ইতিহাস অধ্যয়ন কৰা বিজ্ঞানৰ শাখা কোনটো?,পেলিঅণ্ট’লজি,আৰ্কিঅ’লজি,জিঅ’লজি,জিঅ’মৰ্ফ’লজি,A,পেলিঅণ্ট’লজিয়ে জীৱাশ্ম অধ্যয়ন কৰি অতীতৰ জীৱন আৰু জীৱবৈচিত্ৰ্যৰ ইতিহাস বুজে।,General Science,Palaeontology
29. বায়ুমণ্ডলীয় চাপ জুখিবলৈ কোন যন্ত্ৰ ব্যৱহাৰ কৰা হয়?,নেনোমিটাৰ,বাৰোমিটাৰ,অল্টিমিটাৰ,হাইড্ৰোমিটাৰ,B,বাৰোমিটাৰে বায়ুমণ্ডলীয় চাপ জুখে।,General Science,Atmospheric pressure
30. খো-খো খেলত তাড়া কৰা দলৰ কিমানজন সদস্য খেলপথাৰত বহি থাকে?,৮জন,১০জন,৯জন,৭জন,A,খো-খোত ৮জন তাড়া কৰা খেলুৱৈ কেন্দ্ৰীয় ৰেখাত আঁঠু লৈ বহে। নৱমজন সক্ৰিয় চেজাৰ হিচাপে থাকে; সেয়ে সঠিক উত্তৰ ৮জন।,Assam GK,Traditional and Indian sports
31. তলৰ কোনটো ভাৰতৰ স্থানীয় প্ৰাণী নহয়?,চিম্পাঞ্জী,এশিঙীয়া গঁড়,পিগমি হগ,চিতাবাঘ,A,"চিম্পাঞ্জী ভাৰতৰ স্বাভাৱিক স্থানীয় প্ৰাণী নহয়। এশিঙীয়া গঁড়, পিগমি হগ আৰু চিতাবাঘ ভাৰতত পোৱা যায়।",General Science,Indian biodiversity
32. ভাৰতৰ ৰাষ্ট্ৰীয় গছ কোনটো?,দেৱদাৰু,বটগছ,অশ্বত্থ,নিম,B,বটগছ ভাৰতৰ ৰাষ্ট্ৰীয় গছ হিচাপে স্বীকৃত।,Assam GK,National symbols of India
33. Agnes Gonxha Bejaxhui নামৰ ব্যক্তিগৰাকী অধিক পৰিচিত আছিল কোন নামেৰে?,মীৰাবেন,অৰুন্ধতী ৰয়,মাদাৰ টেৰেছা,ছিষ্টাৰ নিবেদিতা,C,Agnes Gonxha Bojaxhiu-ই মাদাৰ টেৰেছা নামেৰে বিশ্বজুৰি পৰিচিত হৈছিল।,Assam GK,Notable personalities
34. টেলিগ্ৰাফৰ কোড/সংকেত উদ্ভাৱন কোনে কৰিছিল?,বেঞ্জামিন ফ্ৰেংকলিন,ছেমুৱেল ম’ৰ্ছ,আলবাৰ্ট আইনষ্টাইন,জন বেয়াৰ্ড,B,ছেমুৱেল ম’ৰ্ছে ম’ৰ্ছ কোড বিকশিত কৰি টেলিগ্ৰাফ যোগাযোগত ব্যৱহাৰ কৰিছিল।,General Science,Communication technology
35. অৰুণাচল প্ৰদেশৰ পূৰ্বৰ নাম NEFA-ৰ পূৰ্ণ ৰূপ কি?,North-East Frontier Area,North-East Frontier Assembly,North-East Frontier Activity,North-East Frontier Agency,D,NEFA-ৰ পূৰ্ণ ৰূপ আছিল North-East Frontier Agency।,Assam GK,Northeast history
36. তলৰ কোনটো উৎসৱ মূলতঃ কেৰালাত উদযাপন কৰা হয়?,দীপাৱলী,অ’নাম,পোংগল,লোহৰি,B,অ’নাম কেৰালাৰ প্ৰধান উৎসৱ আৰু কেরালীয় সাংস্কৃতিক পৰম্পৰাৰ সৈতে জড়িত।,Assam GK,Indian festivals
37. জুবিন গাৰ্গে কোনখন চলচ্চিত্ৰত মুখ্য পুৰুষ ভূমিকাত অভিনয় কৰিছিল?,মিছন চাইনা,মিছন কাশ্মীৰ,মিছন চেন্নাই,মিছন কাবুল,A,জুবিন গাৰ্গে “মিছন চাইনা” চলচ্চিত্ৰত মুখ্য ভূমিকাত অভিনয় কৰিছিল।,Assam GK,Assamese cinema
38. “Malgudi Days” কিতাপখন কোনে লিখিছিল?,R. K. Laxman,K. R. Narayanan,R. K. Narayan,R. K. Pandit,C,“Malgudi Days” বিখ্যাত ভাৰতীয় লেখক R. K. Narayan-ৰ ৰচনা।,Assam GK,Indian literature
39. ড্ৰোন কি?,আন্তঃনাক্ষত্ৰিক লেজাৰ অস্ত্ৰ,নাইট-ভিজন দূৰবীন,গড়িয়াই চলা লেণ্ডমাইন অনুসন্ধানকাৰী,মনুষ্যবিহীন আকাশযান,D,ড্ৰোন হৈছে দূৰনিয়ন্ত্ৰিত বা স্বয়ংচালিত মনুষ্যবিহীন আকাশযান (UAV)।,General Science,Drones and technology
40. তলৰ তালিকাৰ কোনগৰাকী ফুটবল খেলুৱৈ আছিল?,Gilbertson Sangma,Carfew Roy,Tayebunnesa,Mithu Baruah,A,Gilbertson Sangma এজন ফুটবল খেলুৱৈ হিচাপে পৰিচিত।,Assam GK,Sports personalities
41. তলৰ কোনখন ৰাজ্যৰ অসমৰ সৈতে সীমা নাই?,নাগালেণ্ড,ছিকিম,মিজোৰাম,পশ্চিমবংগ,B,"অসমৰ সীমা নাগালেণ্ড, মিজোৰাম আৰু পশ্চিমবংগৰ সৈতে আছে; ছিকিমৰ সৈতে নাই।",Assam GK,Assam boundaries
42. জানুৱাৰী ২০২২ত অসমত কোনখন নতুন জিলা সৃষ্টি কৰা হৈছিল?,বজালী,বাক্সা,তামুলপুৰ,হোজাই,C,তামুলপুৰ জিলা ২০২২ চনত অসমৰ নতুন জিলা হিচাপে গঠন কৰা হৈছিল।,Assam GK,Districts of Assam
43. অসমৰ ২০২১-২২ বৰ্ষৰ বাজেট কোনে দাখিল কৰিছিল?,হিমন্ত বিশ্ব শৰ্মা,অজন্তা নেওগ,অতুল বৰা,ৰণোজ পেগু,B,২০২১-২২ বৰ্ষৰ অসমৰ বাজেট তদানীন্তন বিত্তমন্ত্ৰী অজন্তা নেওগে দাখিল কৰিছিল।,Assam GK,Assam budget and polity
44. তলৰ কোনখন নদী ব্ৰহ্মপুত্ৰৰ দক্ষিণ পাৰৰ নদী?,মানাহ,সোৱণশিৰি,দিখৌ,ৰাণগানদী,C,দিখৌ ব্ৰহ্মপুত্ৰৰ দক্ষিণ পাৰৰ পৰা আহি ব্ৰহ্মপুত্ৰত মিলিত হোৱা নদীসমূহৰ ভিতৰত অন্যতম।,Assam GK,Rivers of Assam
45. তলৰ কোনটো আটাইতকৈ পুৰণি উৎপাদন ইউনিট?,ডিগবৈ ৰিফাইনেৰী,নুমলীগড় ৰিফাইনেৰী,বঙাইগাঁও ৰিফাইনেৰী,গুৱাহাটী ৰিফাইনেৰী,A,ডিগবৈ ৰিফাইনেৰী ১৯০১ চনত স্থাপিত; ই ভাৰতৰ আটাইতকৈ পুৰণি তেল শোধনাগাৰসমূহৰ অন্যতম।,Assam GK,Oil industry in Assam
46. তলৰ কোনটো UNESCO বিশ্ব ঐতিহ্য ক্ষেত্ৰ?,মাজুলী নদীদ্বীপ,শুৱালকুছি,কামাখ্যা মন্দিৰ,মানস ৰাষ্ট্ৰীয় উদ্যান,D,মানস ৰাষ্ট্ৰীয় উদ্যান UNESCO World Heritage Site হিচাপে স্বীকৃত।,Assam GK,UNESCO sites in Assam
47. কাজিৰঙা ৰাষ্ট্ৰীয় উদ্যান তলৰ কোনখন জিলাক স্পৰ্শ নকৰে?,গোলাঘাট,কাৰ্বি আংলং,নগাঁও,মৰিগাঁও,D,"কাজিৰঙা গোলাঘাট, কাৰ্বি আংলং আৰু নগাঁও অঞ্চললৈ বিস্তৃত; মৰিগাঁও ইয়াৰ সীমাত নাই।",Assam GK,Kaziranga National Park
48. শিৱসাগৰৰ ওচৰৰ দিখৌমুখৰ সৰাগুৰি চাপৰিত কাৰ সমাধিস্থল/বিশ্ৰামস্থল আছে?,বিষ্ণুপ্ৰসাদ ৰাভা,স্বৰ্গদেউ চুকাফা,আজান পীৰ,শ্ৰীমন্ত শংকৰদেৱ,C,"সৰাগুৰি চাপৰি, দিখৌমুখত আজান পীৰৰ বিশ্ৰামস্থল আছে বুলি ঐতিহাসিকভাৱে উল্লেখ কৰা হয়।",Assam GK,Sufi heritage of Assam
49. ধুবুৰীত গুৰদ্বাৰা কোনে স্থাপন কৰিছিল?,গুৰু নানক,গুৰু তেগ বাহাদুৰ,গুৰু অংগদ,গুৰু অৰ্জন,B,ধুবুৰীৰ ঐতিহাসিক গুৰদ্বাৰা শ্ৰী গুৰু তেগ বাহাদুৰৰ অসম ভ্ৰমণৰ সৈতে জড়িত।,Assam GK,Sikh heritage in Assam
50. অসমীয়া চলচ্চিত্ৰৰ প্ৰথম মহিলা অভিনেত্ৰী কোন আছিল?,আইদেউ সন্দিকৈ,ইভা আচাও,অৱন্তী সন্দিকৈ,বিদ্যা ৰাও,A,আইদেউ সন্দিকৈয়ে ১৯৩৫ চনৰ “জয়মতী” চলচ্চিত্ৰত অভিনয় কৰি অসমীয়া চলচ্চিত্ৰৰ প্ৰথম মহিলা অভিনেত্ৰী হিচাপে ইতিহাস সৃষ্টি কৰে।,Assam GK,Assamese cinema history
"51. Q, A-ৰ একমাত্ৰ ভগ্নী। A, B-ৰ একমাত্ৰ পুত্ৰ। B-ৰ পত্নী P-ৰ জীয়াৰী আৰু P-ৰ একমাত্ৰ পুত্ৰ R। R-ৰ সৈতে Q-ৰ সম্পৰ্ক কি?",শহুৰ,মামা,পুত্ৰ,পিতৃ,B,B-ৰ পত্নী Q-ৰ মাক আৰু R সেই মাকৰ ভাতৃ। সেয়ে R হৈছে Q-ৰ মামা।,Reasoning,Blood relations
52. এটা শাৰীত শ্ৰীনাথ বাওঁফালৰ পৰা ৭ম আৰু প্ৰবীণ সোঁফালৰ পৰা ১২ম। স্থান সলনি কৰাৰ পিছত শ্ৰীনাথ বাওঁফালৰ পৰা ২২ম হয়। শাৰীত মুঠ কিমানজন ল’ৰা আছে?,১৯,৩১,৩৩,৩৪,C,"স্থান সলনি কৰাৰ পিছত শ্ৰীনাথৰ নতুন স্থান ২২ম, অৰ্থাৎ প্ৰবীণৰ আগৰ স্থান ২২ম। মুঠ = ২২ + ১২ − ১ = ৩৩।",Reasoning,Ranking and positions
"53. যদি 72 × 96 = 6927 আৰু 58 × 87 = 7885 হয়, তেন্তে 79 × 86 = ?",7689,8976,6897,6978,C,দুটা সংখ্যাক একেলগে লিখি তাৰ অংকসমূহ ওলোটাই দিয়া হৈছে: 7296 → 6927 আৰু 5887 → 7885। সেয়ে 7986 → 6897।,Reasoning,Number coding
"54. যদি “÷” মানে যোগ, “+” মানে বিয়োগ, “−” মানে গুণ আৰু “×” মানে ভাগ, তেন্তে 18 ÷ 12 × 4 − 5 ৰ মান কিমান?",25,35,40,33,D,চিহ্ন সলনি কৰিলে প্ৰকাশটো 18 + 12 ÷ 4 × 5 হয়। BODMAS অনুসৰি 12÷4×5 = 15; সেয়ে 18+15 = 33।,Reasoning,Operator substitution
"55. 7, 11, 19, 31, ____, 67 ধাৰাটোৰ অনুপস্থিত পদটো কি?",43,47,51,45,B,"পাৰ্থক্যসমূহ 4, 8, 12, 16, 20। সেয়ে 31+16 = 47 আৰু 47+20 = 67।",Reasoning,Number series
56. চেয়াৰমেনে 12:30 বজাৰ 10 মিনিট আগতে প্ৰৱেশ কৰিলে। তেওঁ MD-তকৈ 20 মিনিট আগতে আহিল আৰু MD নিৰ্ধাৰিত সময়তকৈ 30 মিনিট পলম। সাক্ষাৎকাৰৰ নিৰ্ধাৰিত সময় কিমান?,12:50,12:40,12:00,12:10,D,"চেয়াৰমেনৰ আগমন 12:20। MD আহিছিল 12:40, যি নিৰ্ধাৰিত সময়তকৈ 30 মিনিট পলম। সেয়ে নিৰ্ধাৰিত সময় 12:10।",Reasoning,Time and scheduling
"57. 2, 6, 18, 54, … ধাৰাটোৰ ৮ম পদটো কিমান?",4370,4374,7443,7434,B,প্ৰতিটো পদ আগৰ পদৰ 3 গুণ: 2×3^7 = 4374।,Reasoning,Geometric progression
58. দুটা সংখ্যা ক্ৰমে তৃতীয় এটা সংখ্যাতকৈ 20% আৰু 50% বেছি। দুয়োটা সংখ্যাৰ অনুপাত কিমান?,2:5,3:5,4:5,7:5,C,তৃতীয় সংখ্যাটো x ধৰি সংখ্যা দুটা 1.2x আৰু 1.5x। অনুপাত = 1.2:1.5 = 4:5।,Mathematics,Percentage and ratio
"59. ₹4,000 টকাৰ ওপৰত বছৰি 12% হাৰত 18 মাহৰ সৰল সুদ কিমান?",₹216,₹720,₹360,₹960,B,SI = PRT/100 = 4000×12×1.5/100 = ₹720।,Mathematics,Simple interest
60. এটা সংখ্যাক 893ৰে ভাগ কৰিলে অৱশেষ 193। একে সংখ্যাক 47ৰে ভাগ কৰিলে অৱশেষ কিমান?,3,25,5,33,C,"893 = 47×19, সেয়ে 893 অংশৰ অৱশেষ 47ৰে ভাগ কৰিলে 0। অবশিষ্ট 193; 193 = 47×4 + 5। সেয়ে অৱশেষ 5।",Mathematics,Remainders
61. এটা হোষ্টেলত 120জন শিক্ষাৰ্থীৰ খাদ্য 45 দিনৰ বাবে আছে। আৰু 30জন যোগ দিলে খাদ্য কিমান দিন চলিব?,40 দিন,38 দিন,36 দিন,32 দিন,C,মুঠ খাদ্য = 120×45 = 5400 student-days। 150জনৰ বাবে দিন = 5400÷150 = 36 দিন।,Mathematics,Time and work / unitary method
62. 20 মিটাৰ দীঘল জখলা এখন উলম্ব দেৱালত আউজি আছে আৰু মাটিৰ সৈতে 30° কোণ কৰে। দেৱালত স্পৰ্শ কৰা বিন্দুটোৰ উচ্চতা কিমান?,10 মি.,17.32 মি.,8.16 মি.,13 মি.,A,উচ্চতা = 20 sin30° = 20×1/2 = 10 মিটাৰ।,Mathematics,Trigonometry
63. এটা চকা 1000 পাকত 22 কিমি দূৰত্ব অতিক্ৰম কৰে। চকাটোৰ ব্যাসাৰ্ধ কিমান?,4.5 মি.,2.1 মি.,2.8 মি.,3.5 মি.,D,"1000 পাকত দূৰত্ব 22,000 মি.; এক পাকৰ পৰিধি 22 মি। 2πr=22, π=22/7 দিলে r=3.5 মি।",Mathematics,Circles
64. 10জন শিক্ষক থকা বিদ্যালয়ত এজন অৱসৰ ল’লে আৰু 25 বছৰীয়া নতুন শিক্ষক যোগ দিলে। গড় বয়স 3 বছৰ কমিল। অৱসৰ লোৱা শিক্ষকৰ বয়স কিমান?,55,65,58,60,A,"10জনৰ গড় 3 বছৰ কমা মানে মুঠ বয়স 30 বছৰ কমিল। নতুনজন 25, সেয়ে অৱসৰ লোৱা শিক্ষক = 25+30 = 55 বছৰ।",Mathematics,Averages
65. 720জন শিক্ষাৰ্থীৰ বিদ্যালয়ত ল’ৰা:ছোৱালীৰ অনুপাত 7:5। অনুপাত 1:1 কৰিবলৈ কিমানজন ছোৱালী আৰু ভৰ্তি কৰিব লাগে?,60,120,180,240,B,"মুঠ 12 অংশ; 720÷12=60। ল’ৰা=420, ছোৱালী=300। সমান কৰিবলৈ 120জন ছোৱালী লাগে।",Mathematics,Ratio
66. শ্যামে ₹35 টকা 1 টকাৰ মুদ্ৰা আৰু 50 পইচাৰ মুদ্ৰাত 2:3 অনুপাতত সঞ্চয় কৰিলে। 50 পইচাৰ মুদ্ৰাৰ সংখ্যা কিমান?,20,25,30,35,C,"1 টকাৰ মুদ্ৰা = 2x আৰু 50 পইচাৰ = 3x। মুঠ মূল্য = 2x + 0.5×3x = 3.5x = 35, সেয়ে x=10 আৰু 50 পইচাৰ মুদ্ৰা=30।",Mathematics,Coins and linear equations
67. দিয়া পাই-চাৰ্টত কোম্পানীৰ বছৰৰ ব্যয় দেখুওৱা হৈছে। Tax অংশটোৰ কেন্দ্ৰীয় কোণ কিমান?,90°,45°,72°,81°,D,মুঠ ব্যয় = 500+450+150+250+400+200+50 = 2000 লাখ। Tax = 450 লাখ। কোণ = 450/2000×360° = 81°।,Mathematics,Pie chart and data interpretation
68. চিত্ৰ শৃংখলাটো অব্যাহত ৰাখিবলৈ উপযুক্ত চিত্ৰটো বাছক।,চিত্ৰ A,চিত্ৰ B,চিত্ৰ C,চিত্ৰ D,A,শৃংখলাটোত উপাদানসমূহ ক্ৰমে ঘড়ীৰ কাঁটাৰ দিশত স্থান সলনি কৰে আৰু সৰু চিহ্নসমূহ পৰৱৰ্তী অৱস্থাত বিপৰীত ফালে যায়। সেই নিয়ম অনুসৰি A সঠিক।,Reasoning,Figure series
