question_text,Option A,Option B,Option C,Option D,correct_option,explanation,subject,topic / subtopic tag
19. ৪৭৩২৯ সংখ্যাটো দুগুণ কৰিলে ফলাফলৰ ঠিক মাজত থকা অংকটো কি হ’ব?,6,7,4,5,A,"47329 × 2 = 94658. The middle digit of the five-digit result 94658 is the third digit, 6.",Mathematics,Place value
20. ভাৰতত যানবাহনত সাধাৰণতে কোন ধৰণৰ হৰ্ণ ব্যৱহাৰ/অনুমোদিত?,Electric horn,Air horn,Steam horn,Siren,A,The correct answer is Electric horn (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Vehicle rules
21. লাৰ্নাৰ লাইচেঞ্চ পোৱাৰ পিছত ড্ৰাইভিং লাইচেঞ্চৰ বাবে আবেদন কৰিবলৈ ন্যূনতম কিমান দিন অপেক্ষা কৰিব লাগে?,30 days,60 days,45 days,6 months,A,The correct answer is 30 days (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Driving licence rules
22. তলৰ কোনটো এটা আউটপুট ডিভাইচ?,Keyboard,Speaker,Mouse,Microphone,B,The correct answer is Speaker (option B). The question directly tests the stated general science concept; the remaining options do not satisfy the condition given in the question.,General Science,Computer basics
"23. গাড়ী, বাছ বা এনে চকাযুক্ত বাহনৰ মূল ফ্ৰেমক এক শব্দত কি কোৱা হয়?",Framework,Chassis,Cabin,Monocoque,B,The correct answer is Chassis (option B). The question directly tests the stated general science concept; the remaining options do not satisfy the condition given in the question.,General Science,Automobile
24. কোনখন দেশৰ জাতীয় পতাকাৰ আকৃতি ত্ৰিভুজাকাৰ?,Brazil,Kuala Lumpur,Sri Lanka,Nepal,D,The correct answer is Nepal (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,World geography
25. ‘অৰ্থশাস্ত্ৰ’ কোনে লিখিছিল?,Brahmagupta,Swami Vivekananda,Raghuram Rajan,Chanakya,D,The correct answer is Chanakya (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Ancient India
"26. যিবোৰ সংখ্যাক ভগ্নাংশৰ ৰূপত প্ৰকাশ কৰিব নোৱাৰি, সেইবোৰক কি কোৱা হয়?",Whole numbers,Recurring numbers,Prime numbers,Irrational numbers,D,The correct answer is Irrational numbers (option D). The question directly tests the stated mathematics concept; the remaining options do not satisfy the condition given in the question.,Mathematics,Irrational numbers
27. এজন মানুহে প্ৰতি মিনিটত ৪৫টা শব্দ টাইপ কৰে। ৫৫৫টা শব্দ টাইপ কৰিবলৈ কিমান সময় লাগিব?,12 min 15 sec,12 min 20 sec,12 min 30 sec,12 min 45 sec,B,"Time = words ÷ rate = 555 ÷ 45 = 12.333... minutes. The fractional 0.333... minute equals 20 seconds, so the time is 12 min 20 sec.",Mathematics,Time and rate
28. এটা সংখ্যাক ১১১১ৰে গুণ কৰিলে ৭৭৭৭ পোৱা যায়। সংখ্যাটো কিমান?,7,17,70,77,A,"Since 1111 × 7 = 7777, the required number is 7.",Mathematics,Multiplication
29. কোচ ৰজা নৰনাৰায়ণৰ সেনাৰ সেনাপতি কোন আছিল?,Raghabendra,Chakradhwaj,Tingrai,Chilarai,D,The correct answer is Chilarai (option D). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Koch Kingdom
30. ওজা-পালি অসমৰ কোন অঞ্চলৰ এটা ধৰ্মীয় অনুষ্ঠান/উপাদান?,Lakhimpur–Dibrugarh region,Silchar–Karimganj region,Haflong–Hamren region,Mangaldoi–Nalbari region,D,The correct answer is Mangaldoi–Nalbari region (option D). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Oja-Pali
32. 18−[6−(4+2)]−5 ৰ মান কিমান?,9,16,13,11,C,First calculate (4+2)=6. Then [6−6]=0. Finally 18−0−5 = 13.,Mathematics,BODMAS
34. ৫০০০ৰ ৩%ৰ ২% কিমান?,5,3,2,6,B,3% of 5000 = 150. Then 2% of 150 = 3. Therefore the answer is 3.,Mathematics,Percentage
35. ভাৰতত বাহন __________ ফালে চলোৱা হয়।,right side of road; driver on left,left side of road; driver on right,right side of road; driver on right,left side of road; driver on left,B,The correct answer is left side of road; driver on right (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Traffic rules
36. TANK-ক KNAT হিচাপে কোড কৰা হয়। একে ধৰণে PROCESS-ক কোড কৰিলে পঞ্চম আখৰটো কি হ’ব?,C,E,O,R,C,"TANK becomes KNAT by reversing the order. PROCESS reversed is SSECORP; its fifth letter is O, which is option C.",Reasoning,Coding-decoding
37. ২০২০ চনৰ অলিম্পিকত নীৰজ চোপ্ৰাই কোনটো ইভেণ্টত সোণৰ পদক জিকিছিল?,Discus throw,Hammer throw,Shot put,Javelin throw,D,The correct answer is Javelin throw (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Sports
38. ছ’চিয়েল মিডিয়াত ধাৰাবাহিকভাৱে প্ৰকাশ পাই পিছত গ্ৰন্থ হিচাপে প্ৰকাশিত ‘Life of a Driver: Cabin’or Ipare’ কোনে লিখিছিল?,Pratibhu Dutta,Rupam Dutta,Debabrata Das,Ramanuj Goswami,B,The correct answer is Rupam Dutta (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Assam literature
40. ৪২১৩.৬ সংখ্যাত ২ৰ স্থানীয় মান কিমান?,213,2,200,20,C,"In 4213.6, the digit 2 is in the hundreds place. Its place value is therefore 2×100 = 200.",Mathematics,Place value
41. তলৰ কোনটো একেটা গোটত থাকিব নালাগে?,Paper,Eraser,Pen,Textbook,D,The correct answer is Textbook (option D). The question directly tests the stated reasoning concept; the remaining options do not satisfy the condition given in the question.,Reasoning,Classification
42. তলৰ কোনটো বস্তু ছাৰ আইজাক নিউটনৰ কামৰ সৈতে সম্পৰ্কিত?,Rocket,Atom Bomb,Semiconductor,Automobile,A,The correct answer is Rocket (option A). The question directly tests the stated general science concept; the remaining options do not satisfy the condition given in the question.,General Science,Newtonian science
43. তলৰ কোনটো জোৰা ভুলকৈ মিলোৱা হৈছে?,M : 13,S : 20,W : 23,K : 11,B,"Alphabet positions are M=13, S=19, W=23 and K=11. Therefore S:20 is the incorrect pair.",Reasoning,Alphabet positions
44. ভাৰতৰ সৰ্বোচ্চ পৰ্বত শৃংগ কোনটো?,Everest,Annapurna,Nanda Devi,Kanchenjunga,D,The correct answer is Kanchenjunga (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Geography
45. প্ৰথম দহটা ক্ৰমাগত স্বাভাৱিক সংখ্যাৰ গড় কিমান?,5,6,5.5,6.5,C,The average of 1 through 10 is (1+10)/2 = 5.5.,Mathematics,Average
46. বিপজ্জনক গাড়ী চলোৱা বুলিলে কি বুজায়?,Jumping a red traffic light,Violating stop line,Using phone,Any one of all three,D,The correct answer is Any one of all three (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Traffic safety
47. তলৰ সংখ্যাবোৰৰ কোনটোৰ দশকৰ স্থানত সৰ্বোচ্চ অংক আছে? (i) 736 (ii) 269 (iii) 958 (iv) 219 (v) 793,(v),(iii),(iv),(i),B,"The tens digits are 3, 6, 5, 1 and 9 respectively. The largest is 9, in 793, which is item (v), corresponding to option B.",Mathematics,Place value
48. পৰিবহণ বাহনক আন বাহনৰ পৰা কেনেকৈ চিনাক্ত কৰিব পাৰি?,Tyre size,Vehicle colour,Vehicle size,Registration number plate,D,The correct answer is Registration number plate (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Vehicle identification
49. Tyres : Round : Black-ৰ সৈতে একে ধৰণৰ সম্পৰ্ক কোনটো?,Trees : Green : Tall,Windows : Glass : Square,Pipes : Round : Plastic,Bricks : Rectangle : Red,C,The correct answer is Pipes : Round : Plastic (option C). The question directly tests the stated reasoning concept; the remaining options do not satisfy the condition given in the question.,Reasoning,Analogy
50. নন-ট্ৰান্সপ'ৰ্ট বাহন চলোৱাৰ ড্ৰাইভিং লাইচেঞ্চ লাভ কৰিবলৈ ন্যূনতম শিক্ষাগত অৰ্হতা কি?,Class VIII Pass,Matric Pass,Class IX Pass,Not Mandatory,A,The correct answer is Class VIII Pass (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Driving licence eligibility
51. হলিউড কোন দেশত অৱস্থিত?,United States of America,England,France,Japan,A,The correct answer is United States of America (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,World geography
52. তলৰ কোনটো অসমৰ এটা অঞ্চল নহয়?,Brahmaputra valley,Karbi plateau,Barak valley,Deccan plateau,D,The correct answer is Deccan plateau (option D). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Geography of Assam
53. অসমত বাছ কণ্ডাক্টৰ লাইচেঞ্চৰ বাবে ন্যূনতম শিক্ষাগত অৰ্হতা কি?,Class VIII Pass,HSLC Pass,Class IX Pass,Not mandatory,B,The correct answer is HSLC Pass (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Transport rules
54. বিপজ্জনক আৰু ক্ষতিকাৰক সামগ্ৰী কঢ়িওৱা গুডছ ভেহিকেলৰ চালকৰ ড্ৰাইভিং লাইচেঞ্চৰ বৈধতাৰ সময় কিমান?,1 year,2 years,3 years,5 years,A,The correct answer is 1 year (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Driving licence rules
55. সাধাৰণতে ভোটদান কৰাৰ প্ৰমাণ হিচাপে কোনটো গণ্য কৰা হয়?,Tick on electoral roll,Indelible ink mark,Voter slip possession,Permission to enter booth,B,The correct answer is Indelible ink mark (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Elections
"57. যদি 1+2+3+...+9+10=55, তেন্তে 2+3+4+...+10+11 = ?",65,66,64,62,A,The sum 1+2+...+10 is 55. Replacing 1 with 11 gives 55−1+11 = 65. Therefore the correct option is A.,Mathematics,Number series
58. অসমৰ প্ৰথম স্বৰ্গদেউৰ নাম কি?,Suhungmung,Suhenpha,Sutupha,Sukapha,D,The correct answer is Sukapha (option D). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Ahom Kingdom
59. বায়ু : ঈগল :: পানী : ?,Duck,Cuckoo,Pigeon,Ostrich,A,The correct answer is Duck (option A). The question directly tests the stated reasoning concept; the remaining options do not satisfy the condition given in the question.,Reasoning,Analogy
60. ৰাস্তাত অঁকা জেব্ৰা ক্ৰছিংৰেখাবোৰ কিহৰ বাবে?,Reducing speed,Pedestrian crossing,Giving preference to other vehicles,Crossing of animals,B,The correct answer is Pedestrian crossing (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Traffic signs
61. মানক ইংৰাজী অভিধানত তলৰ কোনটো শব্দ সৰ্বশেষত আহিব?,JANUARY,OCTOBER,DECEMBER,MARCH,B,"In dictionary order the words are DECEMBER, JANUARY, MARCH, OCTOBER. Hence OCTOBER comes last.",English,Dictionary order
62. ভাৰতত ড্ৰাইভিং লাইচেঞ্চ লাভ কৰাৰ সৰ্বোচ্চ বয়সসীমা কিমান?,65 years,70 years,80 years,"Age, no bar",D,"The correct answer is Age, no bar (option D). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.",General Knowledge,Driving licence rules
64. LEMONADE-ত থকা আখৰবোৰ ব্যৱহাৰ কৰি বনাব নোৱাৰা শব্দটো চিনাক্ত কৰক।,LEAD,MADE,DEAF,DEAL,C,The correct answer is DEAF (option C). The question directly tests the stated english concept; the remaining options do not satisfy the condition given in the question.,English,Word formation
65. (1−1/2)(1−1/3)(1−1/4) ৰ মান কিমান?,1/6,1/4,1/3,1/24,B,"Compute each factor: (1−1/2)=1/2, (1−1/3)=2/3, and (1−1/4)=3/4. Their product is (1×2×3)/(2×3×4)=1/4.",Mathematics,Fractions
66. নিচাগ্ৰস্ত অৱস্থাত প্ৰথমবাৰ গাড়ী চলোৱাৰ সৰ্বোচ্চ শাস্তি কিমান?,Up to 6 months imprisonment,"₹10,000 fine","₹10,000 fine and up to 6 months imprisonment","₹20,000 fine",C,"The correct answer is ₹10,000 fine and up to 6 months imprisonment (option C). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.",General Knowledge,Motor vehicle law
67. তলৰ কোনখন ৰাজ্যৰ অসমৰ সৈতে সীমা নাই?,Nagaland,Bihar,Mizoram,Tripura,B,The correct answer is Bihar (option B). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Neighbouring states
68. ভাৰতীয় বাহনৰ হালধীয়া নম্বৰ প্লেট সাধাৰণতে কি সূচায়?,Electric vehicle,Commercial vehicle,Ambulance,Governor’s vehicle,B,The correct answer is Commercial vehicle (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Vehicle number plates
69. ৭টা আমৰ দাম ₹৯১ হলে ৩টা আমৰ দাম কিমান?,₹28,₹35,₹37,₹39,D,Cost of one mango = 91/7 = ₹13. Therefore 3 mangoes cost 3×13 = ₹39.,Mathematics,Unitary method
"70. এজন ব্যক্তিয়ে ত্ৰুটিপূৰ্ণ বস্তু ₹1,500ত কিনি ₹900ত মেৰামতি কৰি ₹5,000ত বিক্ৰী কৰিলে। বিক্ৰী কৰ ₹100। নেট লাভৰ শতকৰা কিমান?",80%,60%,120%,100%,D,"Purchase cost = ₹1,500 and repair cost = ₹900, so basic cost = ₹2,400. Adding ₹100 sales tax gives total cost ₹2,500. Selling price is ₹5,000, so profit = ₹2,500. Profit percentage = 2500/2500 × 100 = 100%.",Mathematics,Profit and loss
"71. B, E, J, Q-ৰ পিছত পৰৱৰ্তী আখৰটো কি?",T,U,W,Z,D,"The alphabet jumps are +3, +5 and +7: B→E→J→Q. The next jump is +9, so Q+9 = Z.",Reasoning,Alphabet series
72. প্ৰাচীন কামৰূপ ৰাজ্যৰ ৰাজধানীৰ নাম কি আছিল?,Darranga,Pragjyotishpur,Garhgaon,Itakhuli,B,The correct answer is Pragjyotishpur (option B). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Ancient Kamarupa
73. লোহৰি আৰু বৈশাখী সাধাৰণতে কোনখন ৰাজ্যত উদযাপন কৰা হয়?,West Bengal,Punjab,Maharashtra,Chhattisgarh,B,The correct answer is Punjab (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Indian festivals
74. প্ৰতিৰক্ষা বাহনৰ বাহিৰে আন বাহনত কোন ৰঙৰ পেইণ্ট নিষিদ্ধ?,Orange,Saffron,Olive Green,Dark Blue,C,The correct answer is Olive Green (option C). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Vehicle rules
75. লোকসভাৰ নিৰ্বাচন সাধাৰণতে কেতিয়া অনুষ্ঠিত হয়?,Every five years,Every four years,Every six years,Every ten years,A,The correct answer is Every five years (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Indian polity
76. ৰাকেশ সুবোধতকৈ ওখ। তেওঁলোকৰ বন্ধু অতনু ছয় ফুটতকৈ অধিক উচ্চতাৰ খেলুৱৈৰ বাবে থকা বাস্কেটবল দলত স্থান পোৱা একমাত্ৰজন। উচ্চতাৰ ভিত্তিত মাজত কোনজন?,Subodh,Atanu,Rakesh,Cannot be determined,D,"We know Rakesh is taller than Subodh, but we are not told whether Atanu is taller than or shorter than Rakesh. Therefore the middle person cannot be determined from the given information.",Reasoning,Ordering
78. ‘পকা ধানৰ মাজে মাজে’ গীতটো কোনে লিখিছিল?,Tafazzul Ali,Anandiram Barua,Parbati Prasad Barua,Rudra Barua,D,The correct answer is Rudra Barua (option D). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Assamese music
80. পোংগল মূলতঃ কোনখন ৰাজ্যৰ শীতকালীন লোকউৎসৱ?,Tamil Nadu,Bihar,Madhya Pradesh,Punjab,A,The correct answer is Tamil Nadu (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Indian festivals
81. ৰীতা চৌধুৰীৰ ‘দেও লাংখুই’ উপন্যাসত অসমৰ কোনটো জনগোষ্ঠীৰ কথা বিশেষভাৱে উল্লেখ আছে?,Kacharis,Mishings,Tiwas,Mottocks,C,The correct answer is Tiwas (option C). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Assamese literature
82. ভাৰতত বৈদ্যুতিক বাহন (EV)-ৰ নম্বৰ প্লেটৰ ৰং কি?,White,Yellow,Green,Black,C,The correct answer is Green (option C). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Vehicle number plates
"83. 4/5, 5/6, 6/7 আৰু 7/8-ৰ ভিতৰত সৰু ভগ্নাংশটো কোনটো?",4/5,5/6,6/7,7/8,A,"Compare the fractions: 4/5=0.80, 5/6≈0.833, 6/7≈0.857 and 7/8=0.875. The smallest is 4/5.",Mathematics,Fractions
84. 0.222... ৰ সমতুল্য ভগ্নাংশ কোনটো?,11/49,1/9,3/19,2/9,D,"Let x=0.222.... Then 10x=2.222.... Subtracting gives 9x=2, so x=2/9.",Mathematics,Recurring decimals
85. ভাৰতৰ সাধাৰণ নিৰ্বাচনত ভোট দিবলৈ বৰ্তমান ন্যূনতম বয়স কিমান?,21 years,20 years,18 years,16 years,C,The correct answer is 18 years (option C). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Voting age
86. তলৰ কোনটো স্কেল ভূমিকম্পৰ মাত্ৰা জোখাৰ বাবে ব্যৱহাৰ কৰা হয়?,Richter Scale,Enhanced Fuzita Scale,Volumetric Scale,Reaumer Scale,A,The correct answer is Richter Scale (option A). The question directly tests the stated general science concept; the remaining options do not satisfy the condition given in the question.,General Science,Earthquakes
"87. বাবলী পিতৃ-মাতৃৰ বিবাহৰ এবছৰৰ পিছত জন্মিছিল। বৰ্তমান বাবলীৰ বয়স ৬ বছৰ আৰু পিতৃৰ বয়স বাবলীতকৈ ২৫ বছৰ বেছি। পিতৃ পত্নীতকৈ ২ বছৰ ডাঙৰ হলে, বাবলীৰ মাকে কিমান বয়সত বিবাহ কৰিছিল?",22 years,23 years,21 years,Cannot be determined,A,"Babli is 6 years old, so her father is 6+25 = 31 years old. The father is 2 years older than his wife, so the mother is 29. Babli was born one year after the marriage, meaning the marriage was 7 years ago. Therefore the mother's age at marriage was 29−7 = 22 years, so option A is correct.",Reasoning,Age problems
88. ‘Hit and Run’ মটৰ দুৰ্ঘটনাত মৃত্যু ঘটিলে ক্ষতিপূৰণৰ ধন কিমান?,₹1 lakh,₹2 lakhs,₹2.5 lakhs,"₹50,000",B,The correct answer is ₹2 lakhs (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Motor vehicle law
89. বেলেগটো বিচাৰক।,436,298,746,639,D,"436, 298 and 746 are even numbers, while 639 is odd. Hence 639 is the odd one out.",Reasoning,Odd one out
90. তলৰ কোনজন শ্ৰীমন্ত শংকৰদেৱৰ প্ৰথম শিষ্যসকলৰ এজন আছিল?,Madhabdev,Lachit Barphukan,Ananta Kandali,Mahendra Narayan,A,The correct answer is Madhabdev (option A). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Vaishnavite movement
91. √121 + √81 + √25 ৰ মান কিমান?,121,81,25,36,C,"√121=11, √81=9 and √25=5. Their sum is 11+9+5=25.",Mathematics,Square roots
92. তলৰ কোনটো শব্দ ইংৰাজী অভিধানত প্ৰথমে আহিব?,Hectometer,Decimeter,Kilometer,Centimeter,D,"Alphabetically, C comes before D, H and K. Among the options, Centimeter therefore comes first.",English,Dictionary order
94. তিনিওটা ফালে পানীৰে আগুৰি থকা ভূমিখণ্ডক কি কোৱা হয়?,Peninsula,Island,Isthmus,Atoll,A,The correct answer is Peninsula (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Geography
95. এটা সমবাহু ত্ৰিভুজৰ প্ৰতিটো কোণৰ মান কিমান?,90°,60°,45°,30°,B,The angles of an equilateral triangle are equal and the sum of a triangle's angles is 180°. Thus each angle is 180°/3 = 60°.,Mathematics,Triangles
97. Light Motor Vehicle চালকে অতিবেগে গাড়ী চলালে জৰিমনা কিমান?,"₹1,000 to ₹2,000","₹3,000",₹500,"₹5,000",A,"The correct answer is ₹1,000 to ₹2,000 (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.",General Knowledge,Traffic penalties
99. এটা আয়তক্ষেত্ৰৰ পৰিসীমা ৩৪ ছেমি আৰু দৈৰ্ঘ্য প্ৰস্থতকৈ ৭ ছেমি বেছি। ক্ষেত্ৰফল কিমান?,40 cm²,60 cm²,238 cm²,64 cm²,B,"Let length=l and breadth=b. 2(l+b)=34, so l+b=17. Also l=b+7. Hence 2b+7=17, b=5 and l=12. Area=12×5=60 cm².",Mathematics,Area of rectangle
100. ভাৰতীয় সংবিধানৰ পিতৃ হিচাপে কাক জনা যায়?,Pt. Jawaharlal Nehru,Dr. Bhimrao Ambedkar,Dr. Rajendra Prasad,Dr. Sarvepalli Radhakrishnan,B,The correct answer is Dr. Bhimrao Ambedkar (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Indian Constitution
101. অষ্ট্ৰেলিয়াৰ ৰাজধানী কি?,Sydney,Canberra,San Francisco,Sao Paulo,B,The correct answer is Canberra (option B). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,World geography
102. শৰাইঘাটত লাচিত বৰফুকনৰ হাতত পৰাজিত হোৱা মোগল সেনাৰ সেনাপতি কোন আছিল?,Man Singh,Vikram Singh,Vijay Singh,Ram Singh,D,The correct answer is Ram Singh (option D). The question directly tests the stated assam gk concept; the remaining options do not satisfy the condition given in the question.,Assam GK,Battle of Saraighat
"103. 4, 6, 8, 12, 14, 18, *, *, 30 ধাৰাটো অব্যাহত ৰাখিবলৈ কি সংখ্যা থাকিব লাগে?","20, 22","20, 24","20, 26","20, 28",A,"The sequence is one more than consecutive prime numbers: 3+1=4, 5+1=6, 7+1=8, 11+1=12, 13+1=14, 17+1=18. The next primes are 19 and 23, giving 20 and 24.",Reasoning,Number series
104. ৪ অংকৰ সৰুতম সংখ্যা আৰু ৩ অংকৰ ডাঙৰতম সংখ্যাৰ মাজৰ পাৰ্থক্য কিমান?,1,11,101,111,A,The smallest four-digit number is 1000 and the largest three-digit number is 999. Their difference is 1000−999=1.,Mathematics,Number system
105. নতুনকৈ পঞ্জীয়ন কৰা বাহনে Pollution Under Control (PUC) প্ৰমাণপত্ৰ কেতিয়া নবীকৰণ কৰিব লাগে?,1 year,2 years,6 months,3 years,A,The correct answer is 1 year (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Vehicle pollution rules
106. পৰিবহণ বাহন চলাবলৈ আবেদনকাৰীৰ Light Motor Vehicle driving licence কমেও কিমান বছৰ পুৰণি হ’ব লাগে?,3 years,1 year,2 years,5 years,A,The correct answer is 3 years (option A). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Driving licence rules
107. তলৰ কোন ঠাইত সৰ্ববৃহৎ ক্ৰিকেট ষ্টেডিয়াম আছে?,Dharamshala,Kolkata,Motera,Hyderabad,C,The correct answer is Motera (option C). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,Sports
108. ইউৰোপৰ পৰা ভাৰতলৈ সাগৰীয় পথ কোনে আৱিষ্কাৰ কৰিছিল?,Christopher Columbus,Marco Polo,Vasco da Gama,James Cook,C,The correct answer is Vasco da Gama (option C). The question directly tests the stated general knowledge concept; the remaining options do not satisfy the condition given in the question.,General Knowledge,History
