mock_id,question_no,section,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,marks
ADRE_G3_MOCK_02,11,"General Knowledge, Social Studies & General Science",The Ahom kingdom was founded by:,Sukaphaa,Suhungmung,Rudra Singha,Lachit Borphukan,A,Sukaphaa,1.5
ADRE_G3_MOCK_02,12,"General Knowledge, Social Studies & General Science",Sukaphaa entered the Brahmaputra valley in:,1206,1228,1250,1281,B,1228,1.5
ADRE_G3_MOCK_02,13,"General Knowledge, Social Studies & General Science",The Battle of Saraighat was fought in:,1667,1671,1682,1690,B,1671,1.5
ADRE_G3_MOCK_02,14,"General Knowledge, Social Studies & General Science",Lachit Borphukan led the Ahom forces against the Mughals at:,Battle of Plassey,Battle of Saraighat,Battle of Buxar,Battle of Panipat,B,Battle of Saraighat,1.5
ADRE_G3_MOCK_02,15,"General Knowledge, Social Studies & General Science",Srimanta Sankardev is closely associated with:,Neo-Vaishnavism,Sufism,Jainism,Buddhism,A,Neo-Vaishnavism,1.5
ADRE_G3_MOCK_02,16,"General Knowledge, Social Studies & General Science",The traditional Assamese institution associated with Sankardev's religious movement is:,Namghar,Gurdwara,Vihara,Agrahara,A,Namghar,1.5
ADRE_G3_MOCK_02,17,"General Knowledge, Social Studies & General Science",The first Assamese feature film was:,Indramalati,Joymoti,Siraj,Piyoli Phukan,B,Joymoti,1.5
ADRE_G3_MOCK_02,18,"General Knowledge, Social Studies & General Science",The Treaty of Yandabo was signed in:,1824,1826,1830,1835,B,1826,1.5
ADRE_G3_MOCK_02,19,"General Knowledge, Social Studies & General Science",Majuli is situated in the river:,Ganga,Barak,Brahmaputra,Teesta,C,Brahmaputra,1.5
ADRE_G3_MOCK_02,20,"General Knowledge, Social Studies & General Science",Kaziranga National Park is famous for the:,Asiatic lion,One-horned rhinoceros,Royal Bengal tiger only,Blackbuck,B,One-horned rhinoceros,1.5
ADRE_G3_MOCK_02,21,"General Knowledge, Social Studies & General Science",Manas National Park is located in:,Assam,Meghalaya,Tripura,Nagaland,A,Assam,1.5
ADRE_G3_MOCK_02,22,"General Knowledge, Social Studies & General Science",The state animal of Assam is the:,One-horned rhinoceros,Royal Bengal tiger,Indian elephant,Hoolock gibbon,A,One-horned rhinoceros,1.5
ADRE_G3_MOCK_02,23,"General Knowledge, Social Studies & General Science",The state bird of Assam is the:,Hornbill,White-winged wood duck,Great Indian bustard,Sarus crane,B,White-winged wood duck,1.5
ADRE_G3_MOCK_02,24,"General Knowledge, Social Studies & General Science",The capital of Assam is:,Guwahati,Dispur,Jorhat,Tezpur,B,Dispur,1.5
ADRE_G3_MOCK_02,25,"General Knowledge, Social Studies & General Science",Bihu associated with the Assamese New Year and spring season is:,Kati Bihu,Magh Bihu,Rongali Bihu,Kongali Bihu,C,Rongali Bihu,1.5
ADRE_G3_MOCK_02,26,"General Knowledge, Social Studies & General Science",Which constitutional body conducts elections to Parliament and state legislatures in India?,UPSC,Election Commission of India,Finance Commission,CAG,B,Election Commission of India,1.5
ADRE_G3_MOCK_02,27,"General Knowledge, Social Studies & General Science",The Comptroller and Auditor General of India is appointed by the:,Prime Minister,Chief Justice of India,President,Parliament,C,President,1.5
ADRE_G3_MOCK_02,28,"General Knowledge, Social Studies & General Science",The Reserve Bank of India was established in:,1935,1947,1950,1956,A,1935,1.5
ADRE_G3_MOCK_02,29,"General Knowledge, Social Studies & General Science",GDP stands for:,Gross Domestic Product,General Development Plan,Gross Development Percentage,Government Domestic Production,A,Gross Domestic Product,1.5
ADRE_G3_MOCK_02,30,"General Knowledge, Social Studies & General Science",The Green Revolution in India is primarily associated with increased production of:,Tea,Wheat and rice,Cotton only,Jute only,B,Wheat and rice,1.5
ADRE_G3_MOCK_02,31,"General Knowledge, Social Studies & General Science",The SI unit of electric current is:,Volt,Ohm,Ampere,Watt,C,Ampere,1.5
ADRE_G3_MOCK_02,32,"General Knowledge, Social Studies & General Science",The SI unit of force is:,Joule,Newton,Pascal,Watt,B,Newton,1.5
ADRE_G3_MOCK_02,33,"General Knowledge, Social Studies & General Science",Which gas is most abundant in Earth's atmosphere?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,B,Nitrogen,1.5
ADRE_G3_MOCK_02,34,"General Knowledge, Social Studies & General Science",Photosynthesis mainly takes place in the:,Mitochondria,Nucleus,Chloroplast,Ribosome,C,Chloroplast,1.5
ADRE_G3_MOCK_02,35,"General Knowledge, Social Studies & General Science",The basic structural and functional unit of life is the:,Tissue,Cell,Organ,Organ system,B,Cell,1.5
ADRE_G3_MOCK_02,36,"General Knowledge, Social Studies & General Science",Which blood cells are primarily responsible for fighting infections?,Red blood cells,White blood cells,Platelets,Plasma cells only,B,White blood cells,1.5
ADRE_G3_MOCK_02,37,"General Knowledge, Social Studies & General Science",Vitamin D synthesis in human skin is promoted by:,Sunlight,Moonlight,Sound,Pressure,A,Sunlight,1.5
ADRE_G3_MOCK_02,38,"General Knowledge, Social Studies & General Science",A substance with pH 7 is generally:,Acidic,Basic,Neutral,Saline,C,Neutral,1.5
ADRE_G3_MOCK_02,39,"General Knowledge, Social Studies & General Science",The boiling point of pure water at sea level is approximately:,50°C,75°C,100°C,150°C,C,100°C,1.5
ADRE_G3_MOCK_02,40,"General Knowledge, Social Studies & General Science",Which organ filters waste from the blood and produces urine?,Heart,Liver,Kidney,Lung,C,Kidney,1.5
ADRE_G3_MOCK_02,41,General Mathematics,What is 15% of 240?,24,30,36,40,C,36,1.5
ADRE_G3_MOCK_02,42,General Mathematics,"If 3x + 5 = 20, then x equals:",3,5,7,9,B,5,1.5
ADRE_G3_MOCK_02,43,General Mathematics,The HCF of 36 and 48 is:,6,8,12,16,C,12,1.5
ADRE_G3_MOCK_02,44,General Mathematics,The LCM of 12 and 15 is:,30,45,60,90,C,60,1.5
ADRE_G3_MOCK_02,45,General Mathematics,A number increased by 20% becomes 360. The original number was:,280,300,320,340,B,300,1.5
ADRE_G3_MOCK_02,46,General Mathematics,The ratio 45:60 in simplest form is:,2:3,3:4,4:5,5:6,B,3:4,1.5
ADRE_G3_MOCK_02,47,General Mathematics,A shopkeeper buys an item for Rs 800 and sells it for Rs 920. His profit percentage is:,10%,12%,15%,20%,C,15%,1.5
ADRE_G3_MOCK_02,48,General Mathematics,The simple interest on Rs 5000 at 6% per annum for 2 years is:,Rs 500,Rs 600,Rs 700,Rs 800,B,Rs 600,1.5
ADRE_G3_MOCK_02,49,General Mathematics,A train covers 240 km in 4 hours. Its average speed is:,40 km/h,50 km/h,60 km/h,80 km/h,C,60 km/h,1.5
ADRE_G3_MOCK_02,50,General Mathematics,"The average of 18, 24, 30 and 36 is:",24,26,27,28,C,27,1.5
ADRE_G3_MOCK_02,51,General Mathematics,"If 5 workers complete a job in 12 days, assuming equal efficiency, 10 workers will complete it in:",4 days,6 days,8 days,10 days,B,6 days,1.5
ADRE_G3_MOCK_02,52,General Mathematics,The area of a rectangle 12 cm long and 8 cm wide is:,40 cm²,80 cm²,96 cm²,120 cm²,C,96 cm²,1.5
ADRE_G3_MOCK_02,53,General Mathematics,"The circumference of a circle of radius 7 cm, using π = 22/7, is:",22 cm,44 cm,88 cm,154 cm,B,44 cm,1.5
ADRE_G3_MOCK_02,54,General Mathematics,A square has an area of 144 cm². Its side is:,10 cm,12 cm,14 cm,16 cm,B,12 cm,1.5
ADRE_G3_MOCK_02,55,General Mathematics,"If 2/5 of a number is 32, the number is:",64,70,80,90,C,80,1.5
ADRE_G3_MOCK_02,56,General Mathematics,"A sum is divided in the ratio 2:3. If the total is Rs 500, the larger share is:",Rs 200,Rs 250,Rs 300,Rs 350,C,Rs 300,1.5
ADRE_G3_MOCK_02,57,General Mathematics,A discount of 10% on an article marked Rs 1500 gives a selling price of:,Rs 1250,Rs 1300,Rs 1350,Rs 1400,C,Rs 1350,1.5
ADRE_G3_MOCK_02,58,General Mathematics,The square root of 625 is:,15,20,25,30,C,25,1.5
ADRE_G3_MOCK_02,59,General Mathematics,"If a:b = 4:5 and b:c = 10:9, then a:c is:",4:9,8:9,9:8,5:9,B,8:9,1.5
ADRE_G3_MOCK_02,60,General Mathematics,A car travels at 45 km/h for 2 hours 20 minutes. Distance covered is:,90 km,100 km,105 km,110 km,C,105 km,1.5
ADRE_G3_MOCK_02,61,Mental Ability and Logical Reasoning,"Find the next number: 3, 6, 12, 24, ?",36,42,48,54,C,48,1.5
ADRE_G3_MOCK_02,62,Mental Ability and Logical Reasoning,"Find the next number: 5, 9, 17, 33, ?",49,57,65,72,C,65,1.5
ADRE_G3_MOCK_02,63,Mental Ability and Logical Reasoning,"If CAT is coded as DBU, then DOG is coded as:",EPH,EOG,DPH,FQI,A,EPH,1.5
ADRE_G3_MOCK_02,64,Mental Ability and Logical Reasoning,Which one is different from the others?,Rose,Lotus,Mango,Lily,C,Mango,1.5
ADRE_G3_MOCK_02,65,Mental Ability and Logical Reasoning,A is taller than B. B is taller than C. C is taller than D. Who is shortest?,A,B,C,D,D,D,1.5
ADRE_G3_MOCK_02,66,Mental Ability and Logical Reasoning,"If today is Monday, what day will it be after 17 days?",Tuesday,Wednesday,Thursday,Friday,C,Thursday,1.5
ADRE_G3_MOCK_02,67,Mental Ability and Logical Reasoning,Book is to Reading as Food is to:,Cooking/Eating,Running,Writing,Sleeping,A,Cooking/Eating,1.5
ADRE_G3_MOCK_02,68,Mental Ability and Logical Reasoning,"If NORTH is written as HTRON, how is SOUTH written?",HTUOS,HTUOS,HTUOS,TUOHS,A,HTUOS,1.5
ADRE_G3_MOCK_02,69,Mental Ability and Logical Reasoning,"Find the missing term: AZ, BY, CX, DW, ?",EV,FU,EW,EX,A,EV,1.5
ADRE_G3_MOCK_02,70,Mental Ability and Logical Reasoning,A clock shows 3:00. The angle between the hour and minute hands is:,60°,90°,120°,180°,B,90°,1.5
ADRE_G3_MOCK_02,71,Mental Ability and Logical Reasoning,Which number does not belong to the group?,16,25,36,48,D,48,1.5
ADRE_G3_MOCK_02,72,Mental Ability and Logical Reasoning,"If all BLOOMS are FLOWERS and some FLOWERS are RED, which statement is definitely true?",All blooms are flowers,All flowers are blooms,All blooms are red,No flower is red,A,All blooms are flowers,1.5
ADRE_G3_MOCK_02,73,Mental Ability and Logical Reasoning,"A man walks 5 km north, then 3 km east. In which direction is he from his starting point?",North-west,North-east,South-east,South-west,B,North-east,1.5
ADRE_G3_MOCK_02,74,Mental Ability and Logical Reasoning,"If 1 January is a Sunday, then 8 January will be:",Friday,Saturday,Sunday,Monday,C,Sunday,1.5
ADRE_G3_MOCK_02,75,Mental Ability and Logical Reasoning,Find the odd pair:,2-4,3-9,4-16,5-20,D,5-20,1.5
ADRE_G3_MOCK_02,76,Mental Ability and Logical Reasoning,Complete the analogy: 8 : 64 :: 7 : ?,42,49,56,63,B,49,1.5
ADRE_G3_MOCK_02,77,Mental Ability and Logical Reasoning,"A father is 30 years older than his son. If the son is 12, the father's age is:",36,40,42,45,C,42,1.5
ADRE_G3_MOCK_02,78,Mental Ability and Logical Reasoning,"If PEN is coded as 35 using A=1, B=2, ..., Z=26, then the code for CAT is:",22,24,26,28,B,24,1.5
ADRE_G3_MOCK_02,79,Mental Ability and Logical Reasoning,Which figure has no line of symmetry?,Square,Rectangle,Circle,Scalene triangle,D,Scalene triangle,1.5
ADRE_G3_MOCK_02,80,Mental Ability and Logical Reasoning,"In a row, Rina is 7th from the left and 9th from the right. How many people are there in the row?",15,16,17,18,B,15,1.5
ADRE_G3_MOCK_02,81,General English,Choose the synonym of 'abundant'.,Scarce,Plentiful,Empty,Weak,B,Plentiful,1.5
ADRE_G3_MOCK_02,82,General English,Choose the antonym of 'expand'.,Increase,Extend,Contract,Enlarge,C,Contract,1.5
ADRE_G3_MOCK_02,83,General English,Choose the correctly spelled word.,Occassion,Occasion,Ocassion,Occassionn,B,Occasion,1.5
ADRE_G3_MOCK_02,84,General English,Fill in the blank: She ___ to the office every day.,go,goes,going,gone,B,goes,1.5
ADRE_G3_MOCK_02,85,General English,Choose the correct article: He is ___ honest officer.,a,an,the,no article,B,an,1.5
ADRE_G3_MOCK_02,86,General English,Choose the correct preposition: The book is ___ the table.,in,on,at,by,B,on,1.5
ADRE_G3_MOCK_02,87,General English,Identify the noun in the sentence: 'The child opened the window.',opened,the,child,window opened,C,child,1.5
ADRE_G3_MOCK_02,88,General English,Choose the correct passive voice: 'The teacher praised the student.',The student was praised by the teacher.,The student is praised by the teacher.,The teacher was praised by the student.,The student praised the teacher.,A,The student was praised by the teacher.,1.5
ADRE_G3_MOCK_02,89,General English,Choose the correct sentence.,He don't know me.,He doesn't knows me.,He doesn't know me.,He not know me.,C,He doesn't know me.,1.5
ADRE_G3_MOCK_02,90,General English,The idiom 'break the ice' means:,Break something,Start a friendly conversation,Become angry,End a relationship,B,Start a friendly conversation,1.5
ADRE_G3_MOCK_02,91,General English,Choose the plural form of 'criterion'.,Criterions,Criteria,Criteriones,Criterias,B,Criteria,1.5
ADRE_G3_MOCK_02,92,General English,Choose the correct form: 'Neither of the boys ___ present.',are,were,is,have,C,is,1.5
ADRE_G3_MOCK_02,93,General English,Choose the synonym of 'rapid'.,Slow,Quick,Dull,Weak,B,Quick,1.5
ADRE_G3_MOCK_02,94,General English,Choose the antonym of 'ancient'.,Old,Historic,Modern,Former,C,Modern,1.5
ADRE_G3_MOCK_02,95,General English,Fill in the blank: I have lived here ___ 2018.,for,since,from,by,B,since,1.5
ADRE_G3_MOCK_02,96,General English,"Choose the correct indirect speech: He said, 'I am tired.'",He said that I am tired.,He said that he was tired.,He says that he was tired.,He said he is tired yesterday.,B,He said that he was tired.,1.5
ADRE_G3_MOCK_02,97,General English,Choose the word closest in meaning to 'assist'.,Help,Hurt,Avoid,Stop,A,Help,1.5
ADRE_G3_MOCK_02,98,General English,Identify the adjective: 'She wore a beautiful dress.',wore,she,beautiful,dress,C,beautiful,1.5
ADRE_G3_MOCK_02,99,General English,Choose the correctly punctuated sentence.,What a beautiful day.,What a beautiful day!,"What, a beautiful day.","What a beautiful, day!",B,What a beautiful day!,1.5
ADRE_G3_MOCK_02,100,General English,Choose the correct sentence.,Each student have a book.,Each student has a book.,Each students has a book.,Each student having a book.,B,Each student has a book,1.5
