ADRE_G4_MOCK_01,37,General Knowledge,Who was the first Prime Minister of India?,Rajendra Prasad,Jawaharlal Nehru,Lal Bahadur Shastri,Morarji Desai,B,Jawaharlal Nehru,1
ADRE_G4_MOCK_01,38,General Knowledge,The largest planet in the Solar System is:,Earth,Mars,Jupiter,Saturn,C,Jupiter,1
ADRE_G4_MOCK_01,39,General Knowledge,The Red Planet is:,Venus,Mars,Mercury,Jupiter,B,Mars,1
ADRE_G4_MOCK_01,40,General Knowledge,The planet closest to the Sun is:,Venus,Earth,Mercury,Mars,C,Mercury,1
ADRE_G4_MOCK_01,41,General Knowledge,The largest ocean is:,Indian Ocean,Atlantic Ocean,Pacific Ocean,Arctic Ocean,C,Pacific Ocean,1
ADRE_G4_MOCK_01,42,General Knowledge,The highest mountain peak in the world is:,K2,Mount Everest,Kangchenjunga,Nanda Devi,B,Mount Everest,1
ADRE_G4_MOCK_01,43,General Knowledge,The longest river in India is commonly considered:,Yamuna,Ganga,Narmada,Godavari,B,Ganga,1
ADRE_G4_MOCK_01,44,General Knowledge,Kaziranga National Park is famous for the:,Tiger,One-horned rhinoceros,Lion,Camel,B,One-horned rhinoceros,1
ADRE_G4_MOCK_01,45,General Knowledge,The state animal of Assam is the:,Tiger,One-horned rhinoceros,Elephant,Hoolock gibbon,B,One-horned rhinoceros,1
ADRE_G4_MOCK_01,46,General Knowledge,The Brahmaputra flows through:,Assam,Kerala,Punjab,Gujarat,A,Assam,1
ADRE_G4_MOCK_01,47,General Knowledge,Who founded the Ahom kingdom in Assam?,Lachit Borphukan,Sukaphaa,Rudra Singha,Sankardev,B,Sukaphaa,1
ADRE_G4_MOCK_01,48,General Knowledge,Sukaphaa entered the Brahmaputra valley in:,1228,1328,1428,1528,A,1228,1
ADRE_G4_MOCK_01,49,General Knowledge,The Battle of Saraighat was fought in:,1667,1671,1681,1691,B,1671,1
ADRE_G4_MOCK_01,50,General Knowledge,Lachit Borphukan is associated with the:,Battle of Saraighat,Battle of Plassey,Battle of Buxar,Battle of Panipat,A,Battle of Saraighat,1
ADRE_G4_MOCK_01,51,General Knowledge,Srimanta Sankardev is associated with:,Neo-Vaishnavism,Buddhism,Jainism,Sikhism,A,Neo-Vaishnavism,1
ADRE_G4_MOCK_01,52,General Knowledge,The traditional Assamese religious institution is called:,Namghar,Gurudwara,Vihara,Church,A,Namghar,1
ADRE_G4_MOCK_01,53,General Knowledge,Bihu is a major festival of:,Assam,Punjab,Kerala,Gujarat,A,Assam,1
ADRE_G4_MOCK_01,54,General Knowledge,The first Assamese film is generally recognised as:,Joymoti,Indramalati,Siraj,Piyoli Phukan,A,Joymoti,1
ADRE_G4_MOCK_01,55,General Knowledge,The Treaty of Yandabo was signed in:,1824,1826,1836,1846,B,1826,1
ADRE_G4_MOCK_01,56,General Knowledge,Which gas is most abundant in Earth's atmosphere?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,B,Nitrogen,1
ADRE_G4_MOCK_01,57,General Knowledge,The basic unit of life is the:,Tissue,Cell,Organ,Atom,B,Cell,1
ADRE_G4_MOCK_01,58,General Knowledge,Which organ pumps blood through the body?,Liver,Heart,Kidney,Lung,B,Heart,1
ADRE_G4_MOCK_01,59,General Knowledge,The SI unit of force is:,Joule,Newton,Watt,Volt,B,Newton,1
ADRE_G4_MOCK_01,60,General Knowledge,Water boils at sea level at approximately:,50°C,75°C,100°C,150°C,C,100°C,1
ADRE_G4_MOCK_01,61,General Knowledge,Plants prepare food mainly through:,Respiration,Photosynthesis,Digestion,Transpiration,B,Photosynthesis,1
ADRE_G4_MOCK_01,62,General Knowledge,Which vitamin is produced in the skin with sunlight exposure?,Vitamin A,Vitamin B,Vitamin C,Vitamin D,D,Vitamin D,1
ADRE_G4_MOCK_01,63,General Knowledge,The largest organ of the human body is:,Heart,Skin,Liver,Lung,B,Skin,1
ADRE_G4_MOCK_01,64,General Knowledge,Which blood cells fight infections?,Red blood cells,White blood cells,Platelets,Plasma,B,White blood cells,1
ADRE_G4_MOCK_01,65,General Knowledge,The pH of pure water is approximately:,5,6,7,9,C,7,1
ADRE_G4_MOCK_01,66,General Knowledge,The process by which water vapour becomes liquid is:,Evaporation,Condensation,Freezing,Melting,B,Condensation,1
ADRE_G4_MOCK_01,67,General Knowledge,Which metal is liquid at room temperature?,Iron,Copper,Mercury,Aluminium,C,Mercury,1
ADRE_G4_MOCK_01,68,General Knowledge,The Earth revolves around the:,Moon,Sun,Mars,Jupiter,B,Sun,1
ADRE_G4_MOCK_01,69,General Knowledge,The natural satellite of Earth is the:,Sun,Moon,Mars,Venus,B,Moon,1
ADRE_G4_MOCK_01,70,General Knowledge,Which is the largest continent?,Africa,Asia,Europe,Australia,B,Asia,1
ADRE_G4_MOCK_01,71,General Knowledge,The Indian national song is:,Jana Gana Mana,Vande Mataram,Saare Jahan Se Achha,Ae Mere Watan,B,Vande Mataram,1
ADRE_G4_MOCK_01,72,General Knowledge,The Indian national anthem was written by:,Bankim Chandra Chattopadhyay,Rabindranath Tagore,Sarojini Naidu,Subhas Chandra Bose,B,Rabindranath Tagore,1
ADRE_G4_MOCK_01,73,General Knowledge,Teachers' Day in India is celebrated on:,5 September,14 November,2 October,26 January,A,5 September,1
ADRE_G4_MOCK_01,74,General Knowledge,Children's Day in India is celebrated on:,5 September,14 November,15 August,2 October,B,14 November,1
ADRE_G4_MOCK_01,75,General Aptitude and Logical Reasoning,What is 25% of 200?,25,40,50,75,C,50,1
ADRE_G4_MOCK_01,76,General Aptitude and Logical Reasoning,"If 5 + x = 17, x is:",10,11,12,13,C,12,1
ADRE_G4_MOCK_01,77,General Aptitude and Logical Reasoning,"The average of 10, 20 and 30 is:",15,20,25,30,B,20,1
ADRE_G4_MOCK_01,78,General Aptitude and Logical Reasoning,The ratio 12:18 in simplest form is:,2:3,3:4,4:5,6:7,A,2:3,1
ADRE_G4_MOCK_01,79,General Aptitude and Logical Reasoning,A shirt costs Rs 500. A discount of 10% is given. Selling price is:,Rs 440,Rs 450,Rs 460,Rs 475,B,Rs 450,1
ADRE_G4_MOCK_01,80,General Aptitude and Logical Reasoning,A man buys an item for Rs 100 and sells it for Rs 120. His profit is:,10%,15%,20%,25%,C,20%,1
ADRE_G4_MOCK_01,81,General Aptitude and Logical Reasoning,The HCF of 18 and 24 is:,3,6,9,12,B,6,1
ADRE_G4_MOCK_01,82,General Aptitude and Logical Reasoning,The LCM of 6 and 8 is:,12,18,24,48,C,24,1
ADRE_G4_MOCK_01,83,General Aptitude and Logical Reasoning,A vehicle travels 120 km in 3 hours. Its speed is:,30 km/h,40 km/h,50 km/h,60 km/h,B,40 km/h,1
ADRE_G4_MOCK_01,84,General Aptitude and Logical Reasoning,"If 3/4 of a number is 30, the number is:",35,40,45,50,B,40,1
ADRE_G4_MOCK_01,85,General Aptitude and Logical Reasoning,"Find the next number: 2, 4, 8, 16, ?",24,30,32,36,C,32,1
ADRE_G4_MOCK_01,86,General Aptitude and Logical Reasoning,"Find the next number: 5, 10, 15, 20, ?",22,24,25,30,C,25,1
ADRE_G4_MOCK_01,87,General Aptitude and Logical Reasoning,Which is different from the others?,Apple,Mango,Potato,Banana,C,Potato,1
ADRE_G4_MOCK_01,88,General Aptitude and Logical Reasoning,"If CAT is coded as DBU, DOG is coded as:",EPH,EOG,DPH,FQI,A,EPH,1
ADRE_G4_MOCK_01,89,General Aptitude and Logical Reasoning,A is taller than B and B is taller than C. Who is shortest?,A,B,C,Cannot say,C,C,1
ADRE_G4_MOCK_01,90,General Aptitude and Logical Reasoning,"If today is Monday, what day will it be after 7 days?",Monday,Tuesday,Sunday,Wednesday,A,Monday,1
ADRE_G4_MOCK_01,91,General Aptitude and Logical Reasoning,Book is to Reading as Food is to:,Eating,Walking,Writing,Sleeping,A,Eating,1
ADRE_G4_MOCK_01,92,General Aptitude and Logical Reasoning,A clock shows 3:00. The angle between its hands is:,45°,60°,90°,180°,C,90°,1
ADRE_G4_MOCK_01,93,General Aptitude and Logical Reasoning,How many sides does a hexagon have?,5,6,7,8,B,6,1
ADRE_G4_MOCK_01,94,General Aptitude and Logical Reasoning,"If 2 pens cost Rs 20, 5 pens cost:",Rs 40,Rs 45,Rs 50,Rs 60,C,Rs 50,1
ADRE_G4_MOCK_01,95,General Aptitude and Logical Reasoning,A train covers 60 km in 1 hour. How far will it cover in 3 hours at the same speed?,120 km,150 km,180 km,200 km,C,180 km,1
ADRE_G4_MOCK_01,96,General Aptitude and Logical Reasoning,"Find the missing number: 3, 6, 12, 24, ?",36,42,48,54,C,48,1
ADRE_G4_MOCK_01,97,General Aptitude and Logical Reasoning,A person walks 5 km north and then 5 km south. His distance from the starting point is:,0 km,5 km,10 km,25 km,A,0 km,1
ADRE_G4_MOCK_01,98,General Aptitude and Logical Reasoning,"If all roses are flowers and this is a rose, then it is a:",Tree,Flower,Fruit,Leaf,B,Flower,1
ADRE_G4_MOCK_01,99,General Aptitude and Logical Reasoning,A row has 20 people. Rina is 6th from the left. Her position from the right is:,13th,14th,15th,16th,B,15th,1
ADRE_G4_MOCK_02,100,General English,Choose the synonym of 'brave'.,Cowardly,Courageous,Lazy,Quiet,B,Courageous,1
